,table_name,raw_labels,most_granular_concept_synonyms,label_hierarchies
10,c2_data/plain-integers,"[['song', 'song name', 'song', 'song'], ['artist', 'performance artist', 'artist', 'artist'], ['numeric', 'play count', 'play count']]","[['work'], ['performance artist', 'artist'], ['play count']]","[['work', 'thing'], ['artist', 'person', 'agent'], ['play count', 'work', 'creative work']]"
11,c2_data/walmart-presence-vs-votes-for-g-w-bu,"[['state of the united states', 'state', 'state', 'state of the united states', 'state', 'state of the united states'], ['count', 'walmart stores per million', 'count'], ['vote', 'per capita votes for greorge w bush', 'vote'], ['human population', 'population', 'state population', 'population']]","[['place', 'state'], ['count'], ['election result'], ['population', 'state population', 'human population']]","[['place', 'populate place', 'region', 'administrative region', 'country', 'state'], ['count', 'person', 'agent'], ['election result', 'result', 'event', 'societal event', 'work', 'thing'], ['population', 'place', 'populate place', 'thing']]"
12,c2_data/major-production-companies-vs-their-,"[['production company', 'film production company', 'production', 'production company'], ['rating', 'average rating', 'rating'], ['vote', 'votes', 'total votes', 'votes']]","[['organisation', 'work', 'company', 'production'], ['rat', 'rating'], ['election result']]","[['organisation', 'agent'], ['rat', 'work', 'product', 'physical thing', 'thing'], ['election result', 'result', 'event', 'societal event', 'work', 'thing']]"
13,c2_data/world-freediving-records,"[['freediving categories', 'diving category', 'diving category'], ['gender identity', 'gender', 'sex', 'gender'], ['person name', 'personname', 'name', 'person', 'name', 'diver', 'name'], ['year', 'year', 'year'], ['country', 'place', 'country', 'place'], ['depth', 'underwater diving', 'record meters', 'record']]","[['dive'], ['gender', 'sex'], ['person name', 'name', 'personname', 'person'], ['year'], ['country', 'place'], ['record', 'record meters', 'depth']]","[['dive', 'individual sport', 'summer sport', 'olympic sport', 'sport', 'activity'], ['gender', 'person', 'social person', 'agent', 'social personality', 'abstraction', 'thing'], ['person', 'agent', 'thing'], ['year', 'time period', 'interval', 'thing'], ['place', 'populate place', 'settlement', 'city', 'architectural structure', 'natural place', 'mountain', 'continent', 'country', 'island', 'lake', 'river', 'sea', 'stream', 'region', 'administrative region', 'body water', 'protect area', 'forest', 'religious build', 'church', 'cemetery', 'monument', 'statue', 'historic place', 'castle', 'theatre', 'museum', 'stadium arena', 'amusement park attraction', 'mountain range', 'volcano', 'valley', 'waterfall', 'desert', 'cave', 'beach', 'park', 'garden', 'route transportation', 'road', 'railway line', 'railway tunnel', 'bridge', 'airport', 'space shuttle land site', 'spaceport', 'port', 'canal', 'spacecraft land site', 'spacecraft launch pad', 'space station', 'spacecraft', 'space mission', 'space probe', 'planet', 'planet mean', 'mean', 'thing'], ['record', 'work', 'product', 'creative work', 'thing']]"
14,c2_data/19th-parliament-1917-1921,"[['province of canada', 'birth place', 'location', 'birthplace'], ['profession', 'occupation', 'occupation'], ['political ideology', 'political affiliation', 'political affiliation'], ['district electoral division', 'constituency', 'constituency']]","[['location', 'place', 'region'], ['person function'], ['party membership'], ['constituency', 'district electoral division']]","[['place', 'populate place', 'city', 'settlement', 'spatial thing'], ['person function', 'activity'], ['party membership', 'organisation', 'agent', 'thing'], ['constituency', 'populate place', 'place', 'spatial thing']]"
15,c2_data/alcohol-violations-of-liberal-arts-c-2,"[['university college', 'university', 'college name', 'educational institution', 'university college'], ['calendar year', 'year', 'year'], ['alcoholrelated crime', 'number of violations', 'alcohol violations', 'alcoholrelated crime'], ['ranking', 'rank', 'rank'], ['school attendance', 'students', 'students'], ['violations per student', 'violations per student']]","[['university college', 'university'], ['year', 'calendar year'], ['law', 'crime'], ['military rank'], ['person'], ['violation']]","[['university', 'educational institution', 'organisation', 'agent'], ['year', 'time period', 'periodical', 'work', 'thing'], ['crime', 'societal event', 'event', 'happen', 'occurrence', 'situation', 'thing'], ['military rank', 'person function', 'agent function', 'function', 'social object', 'abstraction', 'thing'], ['person', 'agent'], ['violation', 'student', 'person', 'agent']]"
16,c2_data/crime-rate-per-100k-pop-vs-rate-of,"[['state', 'state code', 'state', 'state of usa', 'state of the united states', 'state'], ['unemployment', 'unemployment rate', 'unemployment in 2000', 'unemployment'], ['unemployment rate', 'unemployment', 'unemployment in 2001', 'unemployment'], ['unemployment rate', 'unemployment', 'unemployment in 2002', 'unemployment'], ['unemployment rate', 'unemployment', 'unemployment in 2003', 'unemployment'], ['unemployment', 'unemployment rate', 'unemployment in 2004', 'unemployment'], ['unemployment rate', 'unemployment', 'unemployment in 2005', 'unemployment'], ['unemployment rate', 'unemployment', 'unemployment in 2006', 'unemployment'], ['crime', 'crime per 100k in 2000', 'crime rate'], ['crime', 'crime per 100k in 2001', 'crime rate']]","[['place', 'state'], ['unemployment', 'unemployment rate', 'unemployment in 2000'], ['unemployment', 'unemployment rate', 'unemployment in 2001'], ['unemployment', 'unemployment rate', 'unemployment in 2002'], ['unemployment', 'unemployment rate', 'unemployment in 2003'], ['unemployment', 'unemployment rate', 'unemployment in 2004'], ['unemployment', 'unemployment rate', 'unemployment in 2005'], ['unemployment', 'unemployment rate', 'unemployment in 2006'], ['crime rate', 'crime'], ['crime rate', 'crime']]","[['place', 'populate place', 'region', 'administrative region', 'country', 'state'], ['unemployment', 'economic concept', 'concept'], ['unemployment', 'economic concept', 'concept'], ['unemployment', 'economic concept', 'concept'], ['unemployment', 'economic concept', 'concept'], ['unemployment', 'economic concept', 'concept'], ['unemployment', 'economic concept', 'concept'], ['unemployment', 'economic concept', 'concept'], ['crime', 'act', 'event', 'agent', 'system', 'thing'], ['crime', 'act', 'event', 'agent', 'system', 'thing']]"
17,c2_data/cml,"[['person name', 'personname', 'person', 'name', 'name', 'person', 'person name'], ['test score'], ['test score'], ['test score'], ['test score'], ['test score'], ['total score']]","[['person', 'personname', 'name', 'person name'], [], [], [], [], [], []]","[['person', 'agent', 'thing'], [], [], [], [], [], []]"
18,c2_data/2nd-parliament-occupations,"[['profession', 'occupation', 'occupation'], ['geographic region', 'birthplace', 'birthplace'], ['political position', 'political affiliation', 'political affiliation', 'political affiliation'], ['electoral district of canada', 'constituency', 'constituency', 'constituency']]","[['person function'], ['place'], ['party membership'], ['electoral district', 'constituency']]","[['person function', 'activity'], ['place', 'populate place', 'city', 'settlement', 'thing'], ['party membership', 'organisation', 'agent', 'thing'], ['constituency', 'populate place', 'place', 'thing']]"
19,c2_data/words-60,"[['private security company', 'company', 'security company', 'company', 'security company'], []]","[['company'], []]","[['company', 'organisation', 'agent', 'thing'], []]"
20,nyc_open_data/2010_Gen_Ed_Survey_Data.csv,"[['district borough number'], ['school type', 'school type', 'school type'], ['school name', 'location', 'location'], ['enrollment', 'enrollment', 'enrollment'], ['borough of new york city', 'borough', 'borough'], ['principal', 'principal name', 'principal', 'principal'], ['binary value'], ['score'], ['score'], ['score']]","[[], ['educational institution'], ['populate place'], ['enrollment', 'enrolment'], ['settlement'], ['head'], [], [], [], []]","[[], ['educational institution', 'organisation', 'agent'], ['populate place', 'place', 'spatial thing'], ['enrolment', 'activity', 'societal event', 'event', 'happen', 'occurrence', 'situation', 'thing'], ['settlement', 'populate place', 'place'], ['head', 'person', 'agent'], [], [], [], []]"
21,nyc_open_data/2013_NYC_School_Survey.csv,"[['district borough number'], ['school name', 'school', 'school name', 'school name'], ['school type', 'school type', 'school type'], ['response rate', 'parents response rate', 'parents response rate'], ['response rate', 'teacher response rate', 'teacher response rate'], ['response rate', 'student response rate', 'student response rate'], ['score', 'academic score', 'academic expectation score'], ['score', 'communication score', 'total communication score'], ['score', 'engagement score', 'total engagement score'], ['score', 'safety and respect score', 'safety and respect score']]","[[], ['educational institution'], ['educational institution'], ['parent response rate', 'parents response rate', 'response rate'], ['teacher response rate', 'response rate'], ['student response rate', 'response rate'], ['score'], [], [], ['safety', 'safety and respect score']]","[[], ['educational institution', 'organisation', 'agent'], ['educational institution', 'organisation', 'agent'], ['parent response rate'], ['teacher response rate'], ['student response rate'], ['score', 'attribute', 'thing'], [], [], ['safety', 'work', 'activity', 'thing respect', 'reverence', 'social concept', 'concept', 'thing']]"
22,nyc_open_data/23z9-6uk9.csv,"[['district borough number'], ['schoolname', 'school', 'school name', 'school name'], ['borough of new york city', 'borough code', 'borough code'], ['school overview', 'school overview'], ['academic opportunities', 'academic opportunities'], ['academic opportunities', 'academic opportunities'], ['academic opportunities', 'academic opportunities'], ['academic opportunities', 'academic opportunities'], ['academic opportunities', 'academic opportunities'], ['english language program', 'english language program']]","[[], ['educational institution'], ['administrative region'], ['educational institution'], ['academic opportunities', 'scholarship'], ['academic opportunities', 'scholarship'], ['academic opportunities', 'scholarship'], ['academic opportunities', 'scholarship'], ['academic opportunities', 'scholarship'], ['educational program']]","[[], ['educational institution', 'organisation', 'agent'], ['administrative region', 'region', 'populate place', 'place', 'thing'], ['educational institution', 'organisation', 'agent'], ['scholarship', 'award', 'thing'], ['scholarship', 'award', 'thing'], ['scholarship', 'award', 'thing'], ['scholarship', 'award', 'thing'], ['scholarship', 'award', 'thing'], ['educational program', 'program', 'work', 'thing']]"
23,nyc_open_data/242c-ru4i.csv,"[['postal address', 'address', 'address'], ['borough of new york city', 'borough in the united states'], ['borough of new york city', 'borough code'], ['city', 'place', 'city'], ['id'], ['id', 'id'], ['name', 'name'], ['state', 'state code', 'state', 'state of the united states'], ['type'], ['zip code', 'postal code', 'zip', 'zip code']]","[['postal address'], ['borough'], ['region'], ['city', 'place'], [], ['identifier'], ['name'], ['place', 'state'], [], ['zip code', 'postal code']]","[['postal address', 'place', 'spatial thing'], ['borough', 'region', 'populate place', 'place', 'thing'], ['region', 'populate place', 'place', 'thing'], ['place', 'populate place', 'settlement', 'city', 'architectural structure', 'natural place', 'mountain', 'continent', 'country', 'island', 'lake', 'river', 'sea', 'stream', 'region', 'administrative region', 'body water', 'protect area', 'forest', 'religious build', 'church', 'cemetery', 'monument', 'statue', 'historic place', 'castle', 'theatre', 'museum', 'stadium arena', 'amusement park attraction', 'mountain range', 'volcano', 'valley', 'waterfall', 'desert', 'cave', 'beach', 'park', 'garden', 'route transportation', 'road', 'railway line', 'railway tunnel', 'bridge', 'airport', 'space shuttle land site', 'spaceport', 'port', 'canal', 'spacecraft land site', 'spacecraft launch pad', 'space station', 'spacecraft', 'space mission', 'space probe', 'planet', 'planet mean', 'mean', 'thing'], [], ['identifier', 'thing'], ['name', 'attribute'], ['place', 'populate place', 'region', 'administrative region', 'country', 'state'], [], ['postal code', 'populate place', 'place', 'spatial thing']]"
24,nyc_open_data/24nr-gahi.csv,"[['category of work'], ['renovation', 'subcategory of work', 'repair'], ['renovation type', 'work type', 'repair type'], ['cost', 'cost for fiscal year 2015'], ['cost', 'cost for fiscal year 2016'], ['cost', 'cost for fiscal year 2017'], ['cost', 'cost for fiscal year 2018'], ['cost', 'cost for fiscal year 2019'], ['cost', 'total cost']]","[[], ['activity'], ['activity'], [], ['thing'], [], [], [], []]","[[], ['activity', 'work', 'task', 'event', 'agent', 'system', 'thing'], ['activity', 'work', 'event', 'thing'], [], ['thing'], [], [], [], []]"
25,nyc_open_data/259a-b6s7.csv,"[['id', 'id'], ['tree defect', 'defect', 'defect'], ['plant part', 'defect location'], ['enum code', 'failure rating'], ['enum code', 'impact rating'], ['enum code', 'consequence rating'], ['risk score', 'risk rating'], ['id', 'id'], ['id', 'id'], ['time signature', 'date', 'date']]","[['identifier'], ['defect'], [], [], [], [], [], ['identifier'], ['identifier'], ['date']]","[['identifier', 'thing'], ['defect', 'abnormal physical state', 'state', 'physical thing', 'thing'], [], [], [], [], [], ['identifier', 'thing'], ['identifier', 'thing'], ['date', 'time period', 'period', 'thing']]"
26,nyc_open_data/2xab-argn.csv,"[['id', 'id'], ['type', 'record'], ['company', 'business name', 'business name'], ['company', 'business name', 'business name'], ['industry classification', 'industry type', 'industry', 'industry'], ['id', 'id'], ['type', 'fee type', 'fee type'], ['description', 'fee description', 'description'], ['money amount', 'payment amount', 'payment amount'], []]","[['identifier'], ['thing'], ['organisation', 'company'], ['organisation', 'company'], ['industry classification', 'industry', 'industry type'], ['identifier'], ['fee'], ['thing'], ['amount'], []]","[['identifier', 'thing'], ['thing'], ['organisation', 'agent'], ['organisation', 'agent'], ['industry', 'economic sector', 'sector', 'economic branch', 'activity', 'work'], ['identifier', 'thing'], ['fee', 'price', 'amount', 'quantitative value', 'value', 'thing'], ['thing'], ['amount', 'price', 'quantitative value', 'value', 'thing'], []]"
27,nyc_open_data/3t6s-yb67.csv,"[['id', 'program id', 'id'], ['program name', 'social service', 'program name', 'program name'], ['government agency', 'agency name', 'social services', 'government agency'], ['binary value'], ['program name', 'social service', 'other names'], ['description', 'description'], ['description', 'application instructions'], ['agency list', 'collaborating agencies'], ['website', 'official website', 'website'], ['allowed qualifiers constraint', 'eligibility', 'eligibility']]","[['identifier'], ['software'], ['government agency'], [], ['thing'], ['thing'], ['thing'], ['organisation'], ['official website', 'website'], ['eligibility']]","[['identifier', 'thing'], ['software', 'work', 'activity', 'thing'], ['government agency', 'organisation', 'agent', 'thing'], [], ['thing'], ['thing'], ['thing'], ['organisation', 'agent'], ['website', 'work', 'organisation', 'agent', 'thing'], ['eligibility', 'condition', 'thing']]"
28,nyc_open_data/4e8h-wu86.csv,"[['borough of new york city', 'borough', 'borough of new york city', 'borough'], ['calendar year', 'fiscal year', 'fiscal year'], ['request status', 'early discharge request status', 'request status'], ['count', 'early discharge count', 'count']]","[['borough'], ['time period'], ['request status', 'early discharge request status'], ['quantity']]","[['borough', 'region', 'populate place', 'place'], ['time period', 'periodical', 'work', 'thing'], ['request status', 'status', 'concept'], ['quantity', 'property']]"
29,nyc_open_data/4twk-9yq2.csv,"[['id', 'id'], ['government agency', 'division name', 'engineering agencies'], ['status', 'status'], ['form of communication', 'channel', 'communication medium'], ['type', 'category', 'category', 'category'], ['type', 'category', 'request type', 'type'], ['binary value'], ['binary value'], ['description', 'request details', 'description'], ['type', 'requestor type', 'types']]","[['identifier'], ['organisation'], ['status', 'condition'], ['work'], ['category', 'type'], ['thing'], [], [], ['thing'], ['thing']]","[['identifier', 'thing'], ['organisation', 'agent', 'thing'], ['condition', 'quality', 'abstraction'], ['work', 'thing'], ['category', 'resource'], ['thing'], [], [], ['thing'], ['thing']]"
30,nyc_open_data/5fn4-dr26.csv,"[['id', 'record id', 'id'], ['certificate of identity', 'certificate number', 'certificate number', 'id'], ['business', 'business name', 'business name'], ['date', 'violation date', 'date'], ['business sector', 'industry', 'industry', 'industry'], ['borough of new york city', 'borough', 'borough'], ['violation of law', 'charge', 'charge'], ['count', 'charge count', 'count'], ['verdict', 'outcome', 'outcome'], ['count', 'guilty counts', 'count']]","[['identifier'], ['document'], ['organisation', 'business', 'company'], ['date', 'time'], ['business sector', 'industry'], ['settlement'], ['physical quantity'], ['quantity'], ['result'], ['quantity']]","[['identifier', 'thing'], ['document', 'license document', 'work', 'product', 'creative work', 'thing'], ['organisation', 'agent'], ['date', 'time period', 'period', 'thing'], ['industry', 'economic sector', 'sector', 'concept'], ['settlement', 'populate place', 'place'], ['physical quantity', 'quantity', 'owl thing'], ['quantity', 'property', 'thing'], ['result', 'event', 'societal event', 'activity', 'work', 'thing'], ['quantity', 'property']]"
31,nyc_open_data/5hb6-gnie.csv,"[['educational year', 'school year', 'educational year'], ['geographic region', 'n y c location', 'geographic region'], ['student group', 'category of students', 'student group'], ['discharge type', 'discharge type', 'discharge type'], ['count', 'discharge count'], ['count', 'total enrolled students']]","[['educational year', 'school year', 'academic year'], ['place'], ['organization'], ['discharge type', 'discharge'], ['property'], []]","[['academic year', 'time period', 'periodical', 'work', 'thing'], ['place', 'populate place', 'settlement', 'city', 'location', 'thing'], ['organization', 'agent', 'thing'], ['discharge', 'event', 'work', 'thing'], ['property', 'thing'], []]"
32,nyc_open_data/5w2t-dbac.csv,"[['duration', 'reporting period', 'period'], ['government agency', 'awarding agency', 'agency'], ['id', 'contract id', 'id'], ['ownership', 'm w b e status', 'status'], ['goal', 'purpose', 'purpose'], ['business', 'vendor name', 'vendor'], ['postal code', 'zip code', 'zip code', 'zip code'], ['time stamp', 'time signature', 'original start date', 'startdate'], ['time stamp', 'time signature', 'original end date', 'enddate'], ['time stamp', 'time signature', 'start date', 'startdate']]","[['time period'], ['organisation'], ['identifier'], [], ['purpose', 'goal'], [], ['zip code', 'postal code'], ['startdate', 'original start date', 'start date'], ['enddate', 'end date', 'original end date'], ['startdate', 'start date']]","[['time period', 'periodical literature', 'work', 'document', 'thing'], ['organisation', 'agent', 'thing'], ['identifier', 'thing'], [], ['purpose', 'thing'], [], ['postal code', 'populate place', 'place', 'spatial thing'], ['start date', 'work', 'event', 'thing'], ['end date', 'work', 'event', 'thing'], ['start date', 'work', 'event', 'time period', 'thing']]"
33,nyc_open_data/6kcb-9g8d.csv,"[['number', 'district', 'district id'], ['dbn', 'district borough number', 'district borough number'], ['school name', 'school', 'school name', 'school'], ['description', 'school overview', 'overview'], ['neighborhood', 'suburb', 'neighborhood', 'neighborhood'], ['address', 'address', 'address'], ['binary', 'shared building', 'shared building'], ['accessibility', 'accessible', 'accessibility'], ['telephone number', 'phone', 'telephone'], ['website', 'website', 'website']]","[['populate place'], ['populate place'], ['educational institution'], ['thing'], ['populate place'], ['postal address'], ['build'], ['accessibility'], ['device'], ['website']]","[['populate place', 'place', 'spatial thing'], ['populate place', 'place', 'spatial thing'], ['educational institution', 'organisation', 'agent'], ['thing'], ['populate place', 'place', 'spatial thing'], ['postal address', 'place', 'spatial thing'], ['build', 'architectural structure', 'place', 'thing'], ['accessibility', 'work', 'human make object', 'physical thing', 'thing'], ['device', 'product', 'physical thing', 'thing'], ['website', 'work', 'product', 'creative work', 'thing']]"
34,nyc_open_data/6uh5-5j7x.csv,"[['id', 'sample site code', 'id'], ['id', 'sample id', 'id'], ['chemical property', 'analyte', 'chemical compound'], ['time stamp', 'time signature', 'sample date', 'date'], ['description', 'comments', 'description']]","[['identifier'], ['identifier'], ['chemical property', 'chemical substance', 'chemical compound'], ['time period'], ['thing']]","[['identifier', 'thing'], ['identifier', 'thing'], ['chemical substance', 'substance', 'physical object', 'thing'], ['time period', 'periodical', 'work', 'thing'], ['thing']]"
35,nyc_open_data/7vy4-ats6.csv,"[['borough of new york city', 'borough', 'borough'], ['school grade', 'grade', 'school grade'], ['year', 'year', 'year'], ['disability', 'demographic', 'disability'], ['number', 'number tested', 'number'], ['score', 'score'], ['score', 'number'], ['score', 'percentage'], ['score', 'number'], ['score', 'percentage']]","[['settlement'], ['educational organization', 'educational occupational credential'], ['time period'], ['disability'], ['number tested', 'number test', 'number'], ['score'], [], [], [], []]","[['settlement', 'populate place', 'place'], ['educational organization', 'organization', 'agent'], ['time period', 'periodical', 'work', 'thing'], ['disability', 'health problem', 'condition', 'thing'], ['number', 'topical concept'], ['score', 'work', 'thing'], [], [], [], []]"
36,nyc_open_data/9azj-tmjp.csv,"[['agency', 'government agency', 'agency', 'government agency'], ['report', 'report on the work of the government', 'report'], ['report description', 'text', 'description'], ['frequency of report', 'frequency', 'frequency'], ['local law', 'law code', 'local law'], ['charter code', 'charter code', 'charter code'], ['url', 'url', 'url'], ['datetime', 'time stamp', 'time signature', 'date']]","[['government agency'], ['report', 'document'], ['document', 'description', 'text'], ['frequency'], ['legal code', 'legal case', 'law code'], ['document'], ['document'], ['date', 'datetime']]","[['government agency', 'organisation', 'agent', 'thing'], ['document', 'work', 'activity', 'thing'], ['document', 'work', 'thing'], ['frequency', 'property', 'thing'], ['legal case', 'work', 'document', 'thing'], ['document', 'work', 'thing'], ['document', 'work', 'thing'], ['date', 'time period', 'period', 'thing']]"
37,nyc_open_data/72mk-a8z7.csv,"[['organization', 'organization', 'organization'], ['ownership type', 'organizational structure', 'ownership structure'], ['organization phone', 'phone', 'telephone', 'telephone number'], ['business start date', 'time stamp', 'time signature', 'start date']]","[['organization', 'organisation'], ['organizational structure', 'organisation'], ['mobile phone', 'organization phone', 'phone number', 'telephone number', 'telephone', 'phone'], ['business start date', 'start date']]","[['organisation', 'agent', 'thing'], ['organisation', 'agent', 'thing'], ['telephone', 'device', 'product', 'physical thing', 'thing'], ['start date', 'work', 'event', 'time period', 'thing']]"
38,nyc_open_data/mmvm-mvi3.csv,"[['borough code', 'borough code', 'borough code'], ['geographic district'], ['city council district'], ['building id', 'id', 'id'], ['building name', 'building name', 'building name'], ['id', 'id'], ['organization name', 'name', 'name'], ['room category', 'room', 'room category'], ['shared', 'binary code', 'yes or no'], ['count of rooms', 'number', 'number of rooms']]","[['administrative region'], [], [], ['identifier'], ['build'], ['identifier'], ['organization name', 'name'], ['room category', 'room'], ['thing'], ['property']]","[['administrative region', 'region', 'place', 'thing'], [], [], ['identifier', 'thing'], ['build', 'architectural structure', 'place', 'thing'], ['identifier', 'thing'], ['name', 'label', 'thing'], ['room', 'place', 'location', 'physical thing', 'thing'], ['thing'], ['property', 'thing']]"
39,nyc_open_data/njqj-g8fv.csv,"[['year', 'year', 'year'], ['geological unit', 'area', 'geographical area'], ['group', 'category of students', 'category of students'], ['code'], ['student activity', 'student event', 'student activity'], ['description', 'description of student event', 'description'], ['student count', 'student count', 'count'], ['total students', 'total enrolled students', 'total student count']]","[['time period'], ['place'], ['person'], [], ['person'], ['event', 'thing'], ['number students'], ['total students', 'number students']]","[['time period', 'periodical', 'work', 'thing'], ['place', 'spatial thing'], ['person', 'agent'], [], ['person', 'agent'], ['thing'], ['number students', 'organisation', 'agent'], ['number students', 'organisation', 'agent']]"
