,table_name,raw_labels,most_granular_concept_synonyms,label_hierarchies
10,c2_data/plain-integers,"[['song', 'song name', 'song', 'song'], ['artist', 'performance artist', 'artist', 'artist'], ['numeric', 'play count', 'play count']]","[['song'], ['performance artist', 'painter'], ['play count']]","[['song', 'musical work', 'creative work', 'work', 'entity'], ['painter', 'sculptor', 'photographer', 'musician', 'dancer', 'actor', 'writer', 'performer', 'visual artist', 'perform artist', 'creative professional', 'person', 'agent', 'thing'], ['play count', 'attribute', 'entity']]"
11,c2_data/walmart-presence-vs-votes-for-g-w-bu,"[['state of the united states', 'state', 'state', 'state of the united states', 'state', 'state of the united states'], ['count', 'walmart stores per million', 'count'], ['vote', 'per capita votes for greorge w bush', 'vote'], ['human population', 'population', 'state population', 'population']]","[['state', 'city'], ['count'], ['vote'], ['individual']]","[['city', 'county', 'state', 'country', 'sovereign state', 'entity'], ['count', 'quantity', 'property', 'entity'], ['vote', 'act', 'event', 'occurrence', 'phenomenon', 'entity'], ['individual', 'family', 'household', 'community', 'municipality', 'city', 'district', 'region', 'state', 'country', 'continent', 'world']]"
12,c2_data/major-production-companies-vs-their-,"[['production company', 'film production company', 'production', 'production company'], ['rating', 'average rating', 'rating'], ['vote', 'votes', 'total votes', 'votes']]","[['film production company', 'production company', 'production'], ['rat value'], ['votes', 'vote', 'total votes', 'vote count']]","[['production company', 'organization', 'legal entity', 'entity'], ['rat value', 'rat', 'assessment', 'evaluation', 'activity', 'thing'], ['vote', 'electoral vote', 'legislative vote', 'popular vote', 'election', 'political process', 'social process', 'process', 'event', 'occurrence', 'phenomenon', 'entity']]"
13,c2_data/world-freediving-records,"[['freediving categories', 'diving category', 'diving category'], ['gender identity', 'gender', 'sex', 'gender'], ['person name', 'personname', 'name', 'person', 'name', 'diver', 'name'], ['year', 'year', 'year'], ['country', 'place', 'country', 'place'], ['depth', 'underwater diving', 'record meters', 'record']]","[['scuba dive'], ['transgender', 'gender identity', 'gender', 'intersex'], ['person', 'name', 'person name', 'personname', 'give name'], ['second'], ['place', 'room', 'city', 'country'], ['entity']]","[['scuba dive', 'free dive', 'cave dive', 'wreck dive', 'ice dive', 'technical dive', 'recreational dive', 'commercial dive', 'military dive', 'professional dive', 'dive equipment', 'dive techniques', 'dive safety', 'dive locations', 'dive train', 'dive certification', 'underwater environment', 'dive history', 'dive'], ['transgender', 'genderqueer', 'nonbinary', 'genderfluid', 'agender', 'bigender', 'two spirit', 'cisgender', 'female', 'male', 'gender identity', 'gender', 'biological sex', 'organism', 'live entity', 'entity'], ['name', 'label', 'string', 'literal', 'resource', 'thing'], ['second', 'minute', 'hour', 'day', 'week', 'month', 'quarter', 'year', 'calendar period', 'temporal entity'], ['room', 'build', 'address', 'neighborhood', 'district', 'city', 'county', 'state', 'region', 'country', 'sovereign state', 'administrative area', 'place', 'thing'], ['entity']]"
14,c2_data/19th-parliament-1917-1921,"[['province of canada', 'birth place', 'location', 'birthplace'], ['profession', 'occupation', 'occupation'], ['political ideology', 'political affiliation', 'political affiliation'], ['district electoral division', 'constituency', 'constituency']]","[['city', 'location', 'room'], ['job'], ['member political party'], ['precinct']]","[['city', 'municipality', 'regional district', 'province', 'country', 'continent', 'planet', 'solar system', 'galaxy', 'universe'], ['job', 'profession', 'occupation', 'activity', 'thing'], ['member political party', 'political party', 'political affiliation', 'social group', 'organization', 'agent', 'entity'], ['precinct', 'ward', 'district', 'municipality', 'county', 'state', 'region', 'place', 'entity']]"
15,c2_data/alcohol-violations-of-liberal-arts-c-2,"[['university college', 'university', 'college name', 'educational institution', 'university college'], ['calendar year', 'year', 'year'], ['alcoholrelated crime', 'number of violations', 'alcohol violations', 'alcoholrelated crime'], ['ranking', 'rank', 'rank'], ['school attendance', 'students', 'students'], ['violations per student', 'violations per student']]","[['lecture'], ['second'], ['u'], ['lieutenant'], ['ph student'], ['cheat violation']]","[['lecture', 'course', 'department', 'faculty', 'college', 'university', 'educational institution', 'organization', 'entity'], ['second', 'minute', 'hour', 'day', 'week', 'month', 'quarter', 'year', 'calendar period', 'temporal entity'], ['u', 'public intoxication', 'underage drink', 'alcohol relate assault', 'alcohol relate domestic violence', 'alcohol relate homicide', 'alcohol relate crime', 'crime', 'legal concept', 'social concept'], ['lieutenant', 'captain', 'major', 'colonel', 'general', 'military rank', 'rank', 'position', 'classification', 'taxonomy', 'ontology'], ['ph student', 'master student', 'undergraduate student', 'high school student', 'middle school student', 'elementary school student', 'student', 'classroom', 'grade level', 'school', 'educational institution', 'organization'], ['cheat violation', 'attendance violation', 'behavioral violation', 'academic violation', 'violation', 'student event', 'student activity', 'educational activity', 'activity', 'event', 'entity']]"
16,c2_data/crime-rate-per-100k-pop-vs-rate-of,"[['state', 'state code', 'state', 'state of usa', 'state of the united states', 'state'], ['unemployment', 'unemployment rate', 'unemployment in 2000', 'unemployment'], ['unemployment rate', 'unemployment', 'unemployment in 2001', 'unemployment'], ['unemployment rate', 'unemployment', 'unemployment in 2002', 'unemployment'], ['unemployment rate', 'unemployment', 'unemployment in 2003', 'unemployment'], ['unemployment', 'unemployment rate', 'unemployment in 2004', 'unemployment'], ['unemployment rate', 'unemployment', 'unemployment in 2005', 'unemployment'], ['unemployment rate', 'unemployment', 'unemployment in 2006', 'unemployment'], ['crime', 'crime per 100k in 2000', 'crime rate'], ['crime', 'crime per 100k in 2001', 'crime rate']]","[['city', 'state'], ['unemployment duration', 'unemployment', 'unemployment in 2000', 'unemployment rate'], ['unemployment duration', 'unemployment', 'unemployment in 2001', 'unemployment rate'], ['unemployment in 2002', 'unemployment', 'unemployment duration', 'unemployment rate'], ['unemployment duration', 'unemployment in 2003', 'unemployment', 'unemployment rate'], ['unemployment duration', 'unemployment', 'unemployment rate', 'unemployment in 2004'], ['unemployment duration', 'unemployment', 'unemployment in 2005', 'unemployment rate'], ['unemployment duration', 'unemployment', 'unemployment rate', 'unemployment in 2006'], [], []]","[['city', 'county', 'state', 'country', 'sovereign state', 'entity'], ['unemployment duration', 'unemployment rate', 'unemployment cause', 'unemployment type', 'unemployment statistics', 'labor market', 'economic indicator', 'statistical data', 'data', 'information', 'concept', 'entity'], ['unemployment duration', 'unemployment rate', 'unemployment cause', 'unemployment type', 'unemployment statistics', 'labor market', 'economic indicator', 'statistical data', 'data', 'information', 'concept', 'entity'], ['unemployment duration', 'unemployment rate', 'unemployment cause', 'unemployment type', 'unemployment statistics', 'labor market', 'economic indicator', 'statistical data', 'data', 'information', 'concept', 'entity'], ['unemployment duration', 'unemployment rate', 'unemployment cause', 'unemployment type', 'unemployment statistics', 'labor market', 'economic indicator', 'statistical data', 'data', 'information', 'concept', 'entity'], ['unemployment duration', 'unemployment rate', 'unemployment cause', 'unemployment type', 'unemployment statistics', 'labor market', 'economic indicator', 'statistical data', 'data', 'information', 'concept', 'entity'], ['unemployment duration', 'unemployment rate', 'unemployment cause', 'unemployment type', 'unemployment statistics', 'labor market', 'economic indicator', 'statistical data', 'data', 'information', 'concept', 'entity'], ['unemployment duration', 'unemployment rate', 'unemployment cause', 'unemployment type', 'unemployment statistics', 'labor market', 'economic indicator', 'statistical data', 'data', 'information', 'concept', 'entity'], [], []]"
17,c2_data/cml,"[['person name', 'personname', 'person', 'name', 'name', 'person', 'person name'], ['test score'], ['test score'], ['test score'], ['test score'], ['test score'], ['total score']]","[['name', 'person name', 'give name'], [], [], [], [], [], []]","[['give name', 'family name', 'person name', 'name', 'label', 'string', 'literal', 'resource', 'thing'], [], [], [], [], [], []]"
18,c2_data/2nd-parliament-occupations,"[['profession', 'occupation', 'occupation'], ['geographic region', 'birthplace', 'birthplace'], ['political position', 'political affiliation', 'political affiliation', 'political affiliation'], ['electoral district of canada', 'constituency', 'constituency', 'constituency']]","[['job'], ['city'], ['member political party'], ['precinct']]","[['job', 'profession', 'occupation', 'activity', 'thing'], ['city', 'state province', 'country', 'continent', 'geographic region'], ['member political party', 'political party', 'political affiliation', 'social group', 'organization', 'agent', 'entity'], ['precinct', 'ward', 'district', 'municipality', 'county', 'state', 'region', 'country', 'sovereignty']]"
19,c2_data/words-60,"[['private security company', 'company', 'security company', 'company', 'security company'], []]","[['private security company', 'security company', 'security guard'], []]","[['security guard', 'security team', 'security service', 'security equipment', 'security vehicle', 'private security company', 'company', 'corporation', 'organization', 'entity', 'thing'], []]"
20,nyc_open_data/2010_Gen_Ed_Survey_Data.csv,"[['district borough number'], ['school type', 'school type', 'school type'], ['school name', 'location', 'location'], ['enrollment', 'enrollment', 'enrollment'], ['borough of new york city', 'borough', 'borough'], ['principal', 'principal name', 'principal', 'principal'], ['binary value'], ['score'], ['score'], ['score']]","[[], ['specialty school'], ['room'], ['student enrollment'], ['borough'], ['principal', 'principal name'], [], [], [], []]","[[], ['specialty school', 'vocational school', 'high school', 'middle school', 'elementary school', 'preschool', 'school', 'educational institution', 'organization', 'entity'], ['room', 'build', 'street', 'neighborhood', 'city', 'county', 'state', 'country', 'continent', 'planet', 'solar system', 'galaxy', 'universe'], ['student enrollment', 'course section', 'course', 'academic program', 'educational institution', 'organization'], ['borough', 'administrative division', 'region', 'place', 'entity'], ['principal', 'person', 'agent', 'thing'], [], [], [], []]"
21,nyc_open_data/2013_NYC_School_Survey.csv,"[['district borough number'], ['school name', 'school', 'school name', 'school name'], ['school type', 'school type', 'school type'], ['response rate', 'parents response rate', 'parents response rate'], ['response rate', 'teacher response rate', 'teacher response rate'], ['response rate', 'student response rate', 'student response rate'], ['score', 'academic score', 'academic expectation score'], ['score', 'communication score', 'total communication score'], ['score', 'engagement score', 'total engagement score'], ['score', 'safety and respect score', 'safety and respect score']]","[[], ['school', 'school name'], ['specialty school'], ['parents response rate', 'response rate'], ['teacher response rate', 'response rate'], ['student response rate', 'response rate'], ['entity'], ['score', 'communication score', 'total communication score'], ['metric'], ['safety score', 'safety and respect score']]","[[], ['school name', 'name', 'literal', 'thing'], ['specialty school', 'vocational school', 'high school', 'middle school', 'elementary school', 'preschool', 'school', 'educational institution', 'organization', 'entity'], ['response rate', 'parental engagement', 'family involvement', 'educational measurement', 'educational research', 'research methodology', 'social science research', 'research'], ['teacher response rate', 'response rate', 'metric', 'measurement', 'quantitative property', 'property', 'entity'], ['response rate', 'student assessment performance', 'educational assessment', 'educational process', 'education event', 'event', 'occurrence', 'thing'], ['entity'], ['communication score', 'score', 'assessment metric', 'metric', 'measurement', 'quantitative characteristic', 'characteristic', 'property', 'entity'], ['metric', 'quantitative value', 'value', 'thing'], ['safety score', 'respect score', 'evaluation metric', 'metric', 'concept', 'entity']]"
22,nyc_open_data/23z9-6uk9.csv,"[['district borough number'], ['schoolname', 'school', 'school name', 'school name'], ['borough of new york city', 'borough code', 'borough code'], ['school overview', 'school overview'], ['academic opportunities', 'academic opportunities'], ['academic opportunities', 'academic opportunities'], ['academic opportunities', 'academic opportunities'], ['academic opportunities', 'academic opportunities'], ['academic opportunities', 'academic opportunities'], ['english language program', 'english language program']]","[[], ['school', 'schoolname', 'school name'], ['borough code'], ['classroom'], ['internship'], ['internship'], ['internship'], ['internship'], ['internship'], ['english language program']]","[[], ['school name', 'name', 'literal', 'thing'], ['borough code', 'administrative area code', 'code', 'entity'], ['classroom', 'teacher', 'student', 'subject', 'assignment', 'exam', 'grade', 'course', 'department', 'school facility', 'school event', 'school program', 'school staff', 'school board', 'education system', 'school'], ['internship', 'scholarship', 'fellowship', 'research assistantship', 'teach assistantship', 'grant', 'award', 'academic position', 'academic program', 'educational institution', 'academic opportunity'], ['internship', 'scholarship', 'fellowship', 'research assistantship', 'teach assistantship', 'grant', 'award', 'academic position', 'academic program', 'educational institution', 'academic opportunity'], ['internship', 'scholarship', 'fellowship', 'research assistantship', 'teach assistantship', 'grant', 'award', 'academic position', 'academic program', 'educational institution', 'academic opportunity'], ['internship', 'scholarship', 'fellowship', 'research assistantship', 'teach assistantship', 'grant', 'award', 'academic position', 'academic program', 'educational institution', 'academic opportunity'], ['internship', 'scholarship', 'fellowship', 'research assistantship', 'teach assistantship', 'grant', 'award', 'academic position', 'academic program', 'educational institution', 'academic opportunity'], ['english language program', 'language program', 'educational program', 'program', 'activity', 'event', 'thing']]"
23,nyc_open_data/242c-ru4i.csv,"[['postal address', 'address', 'address'], ['borough of new york city', 'borough in the united states'], ['borough of new york city', 'borough code'], ['city', 'place', 'city'], ['id'], ['id', 'id'], ['name', 'name'], ['state', 'state code', 'state', 'state of the united states'], ['type'], ['zip code', 'postal code', 'zip', 'zip code']]","[['address', 'postal address', 'street address'], ['borough'], [], ['place', 'room', 'city'], [], ['agent'], ['name'], ['state', 'city'], [], ['zip', 'postal code', 'zip code']]","[['street address', 'locality', 'region', 'postal code', 'country', 'address'], ['borough', 'municipality', 'local government area', 'administrative division', 'state', 'country', 'sovereign state'], [], ['city', 'county', 'state', 'region', 'country', 'continent', 'place', 'thing'], [], ['agent', 'person', 'thing'], ['name', 'label', 'literal', 'resource', 'thing'], ['city', 'county', 'state', 'country', 'sovereign state', 'entity'], [], ['zip code', 'postal code', 'identifier', 'entity']]"
24,nyc_open_data/24nr-gahi.csv,"[['category of work'], ['renovation', 'subcategory of work', 'repair'], ['renovation type', 'work type', 'repair type'], ['cost', 'cost for fiscal year 2015'], ['cost', 'cost for fiscal year 2016'], ['cost', 'cost for fiscal year 2017'], ['cost', 'cost for fiscal year 2018'], ['cost', 'cost for fiscal year 2019'], ['cost', 'total cost']]","[[], ['patch', 'task', 'repair'], [], ['expense'], ['expense'], ['expense'], ['expense'], ['expense'], ['concept']]","[[], ['task', 'job', 'occupation', 'profession', 'career', 'employment', 'work'], [], ['expense', 'cost', 'financial metric', 'fiscal year2015', 'fiscal period', 'time period'], ['expense', 'cost', 'financial metric', 'fiscal year2016', 'fiscal period', 'time period'], ['expense', 'price', 'economic value', 'financial concept', 'concept'], ['expense', 'cost', 'financial metric', 'fiscal year2018', 'fiscal period', 'time period'], ['expense', 'cost', 'financial metric', 'fiscal year attribute', 'time period attribute'], ['concept', 'entity']]"
25,nyc_open_data/259a-b6s7.csv,"[['id', 'id'], ['tree defect', 'defect', 'defect'], ['plant part', 'defect location'], ['enum code', 'failure rating'], ['enum code', 'impact rating'], ['enum code', 'consequence rating'], ['risk score', 'risk rating'], ['id', 'id'], ['id', 'id'], ['time signature', 'date', 'date']]","[['agent'], ['crack'], [], [], [], [], ['risk rating', 'risk score'], ['agent'], ['agent'], ['time signature', 'date time', 'date']]","[['agent', 'person', 'thing'], ['crack', 'canker', 'decay', 'deadwood', 'gall', 'borer hole', 'leaf discoloration', 'root damage', 'tree defect', 'tree health', 'tree', 'plant', 'organism', 'live thing', 'entity'], [], [], [], [], ['risk score', 'risk factor', 'risk assessment', 'risk management', 'risk', 'entity'], ['agent', 'person', 'thing'], ['agent', 'person', 'thing'], ['date time', 'date', 'time', 'temporal entity', 'entity']]"
26,nyc_open_data/2xab-argn.csv,"[['id', 'id'], ['type', 'record'], ['company', 'business name', 'business name'], ['company', 'business name', 'business name'], ['industry classification', 'industry type', 'industry', 'industry'], ['id', 'id'], ['type', 'fee type', 'fee type'], ['description', 'fee description', 'description'], ['money amount', 'payment amount', 'payment amount'], []]","[['agent'], [], ['business name'], ['business name'], ['product', 'machine'], ['agent'], ['late fee'], ['fee description', 'description'], ['payment amount', 'money amount'], []]","[['agent', 'person', 'thing'], [], ['business name', 'name', 'literal', 'thing'], ['business name', 'name', 'literal', 'thing'], ['machine', 'equipment', 'production line', 'factory', 'sector', 'industry'], ['agent', 'person', 'thing'], ['late fee', 'service fee', 'administrative fee', 'transaction fee', 'subscription fee', 'membership fee', 'cancellation fee', 'renewal fee', 'overdraft fee', 'penalty fee', 'process fee', 'application fee', 'tuition fee', 'fee type'], ['description', 'label', 'comment', 'resource', 'thing'], ['payment amount', 'monetary amount', 'quantity', 'property', 'entity'], []]"
27,nyc_open_data/3t6s-yb67.csv,"[['id', 'program id', 'id'], ['program name', 'social service', 'program name', 'program name'], ['government agency', 'agency name', 'social services', 'government agency'], ['binary value'], ['program name', 'social service', 'other names'], ['description', 'description'], ['description', 'application instructions'], ['agency list', 'collaborating agencies'], ['website', 'official website', 'website'], ['allowed qualifiers constraint', 'eligibility', 'eligibility']]","[['agent', 'program'], ['program name'], ['government agency'], [], ['name'], ['description'], [], ['agency list', 'agent'], ['website', 'web page'], ['eligibility criterion', 'eligibility']]","[['agent', 'person', 'thing'], ['program name', 'name', 'literal', 'thing'], ['government agency', 'organization', 'agent', 'entity'], [], ['name', 'label', 'title', 'entity'], ['description', 'label', 'comment', 'resource', 'thing'], [], ['agent', 'organization', 'group', 'person'], ['web page', 'website', 'web resource', 'digital document', 'document', 'creative work', 'thing'], ['eligibility criterion', 'eligibility requirements', 'condition', 'policy', 'entity']]"
28,nyc_open_data/4e8h-wu86.csv,"[['borough of new york city', 'borough', 'borough of new york city', 'borough'], ['calendar year', 'fiscal year', 'fiscal year'], ['request status', 'early discharge request status', 'request status'], ['count', 'early discharge count', 'count']]","[['neighborhood'], ['calendar year', 'fiscal year'], ['reject'], ['count']]","[['neighborhood', 'community district', 'borough', 'administrative division', 'region', 'place', 'entity'], ['fiscal year', 'time period', 'interval', 'temporal entity', 'entity'], ['reject', 'approve', 'pending', 'hold', 'complete', 'request status'], ['count', 'quantity', 'property', 'entity']]"
29,nyc_open_data/4twk-9yq2.csv,"[['id', 'id'], ['government agency', 'division name', 'engineering agencies'], ['status', 'status'], ['form of communication', 'channel', 'communication medium'], ['type', 'category', 'category', 'category'], ['type', 'category', 'request type', 'type'], ['binary value'], ['binary value'], ['description', 'request details', 'description'], ['type', 'requestor type', 'types']]","[['agent'], ['organization'], ['active status', 'status'], ['verbal communication'], ['type', 'category'], ['thing'], [], [], ['description'], ['thing']]","[['agent', 'person', 'thing'], ['organization', 'agent', 'entity'], ['active status', 'inactive status', 'pending status', 'complete status', 'cancel status', 'fail status', 'status', 'entity'], ['verbal communication', 'nonverbal communication', 'visual communication', 'digital communication', 'mass communication', 'interpersonal communication', 'communication'], ['category', 'thing', 'resource', 'class', 'type'], ['thing', 'resource', 'class', 'type'], [], [], ['description', 'label', 'comment', 'resource', 'thing'], ['thing', 'resource', 'class', 'object property', 'datatype property', 'annotation property', 'name individual', 'ontology']]"
30,nyc_open_data/5fn4-dr26.csv,"[['id', 'record id', 'id'], ['certificate of identity', 'certificate number', 'certificate number', 'id'], ['business', 'business name', 'business name'], ['date', 'violation date', 'date'], ['business sector', 'industry', 'industry', 'industry'], ['borough of new york city', 'borough', 'borough'], ['violation of law', 'charge', 'charge'], ['count', 'charge count', 'count'], ['verdict', 'outcome', 'outcome'], ['count', 'guilty counts', 'count']]","[['agent'], ['certificate identity', 'certificate of identity', 'certificate number'], ['business name', 'business'], ['date time', 'date'], ['machine'], ['borough'], ['electric charge'], ['charge count', 'count'], ['result'], ['count']]","[['agent', 'person', 'thing'], ['certificate number', 'identifier', 'attribute', 'entity'], ['business name', 'name', 'literal', 'thing'], ['date time', 'date', 'time', 'temporal entity', 'entity'], ['machine', 'equipment', 'production line', 'factory', 'sector', 'industry', 'economic sector', 'business sector'], ['borough', 'administrative division', 'region', 'place', 'entity'], ['electric charge', 'physical property', 'property', 'entity'], ['count', 'quantity', 'property', 'entity'], ['result', 'event', 'occurrence', 'happen', 'phenomenon', 'entity'], ['count', 'quantity', 'property', 'entity']]"
